stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
39.711087,1,12038,-104.98556,,,,Vehicles Travelling East,Alameda Ave & S Sherman St,0,12038,merged_115786296
39.710997,1,12033,-104.857125,,,,Vehicles Travelling East,Alameda Ave & S Lansing St,0,12033,merged_115786296
39.711034,1,12032,-105.066591,,,,Vehicles Travelling East,W Alameda Ave & S Lamar St,0,12032,merged_115786296
39.711224,1,12031,-105.067004,,,,Vehicles Travelling West,W Alameda Ave & S Lamar St,0,12031,merged_115786296
39.711331,1,12030,-105.033414,,,,Vehicles Travelling West,W Alameda Ave & S Knox Ct,0,12030,merged_115786296
39.711601,1,12035,-104.937396,,,,Vehicles Travelling West,Alameda Ave & Leetsdale Dr,0,12035,merged_115786296
39.711121,1,12034,-104.935294,,,,Vehicles Travelling East,Alameda Ave & Leetsdale Dr,0,12034,merged_115786296
39.981155,1,21639,-105.145132,,,,Vehicles Travelling Southwest,Via Appia & Lafayette St,0,21639,merged_115786296
39.984405,1,21638,-105.144117,,,,Vehicles Travelling Southwest,Via Appia & W Harper St,0,21638,merged_115786296
39.986395,1,21637,-105.142337,,,,Vehicles Travelling Southwest,Via Appia & South Boulder Rd,0,21637,merged_115786296
39.914259,1,26041,-105.035509,,,,Vehicles Travelling West,W 120th Ave & Lowell St,0,26041,merged_115786296
39.914113,1,26040,-105.070867,,,,Vehicles Travelling East,W 120th Ave & Main St,0,26040,merged_115786296
39.741443,1,26044,-105.023966,,,34137,Vehicles Travelling Southeast,Colfax & Federal Transfer Center Gate C,0,26044,merged_115786296
40.139997,1,23342,-105.122938,,,,Vehicles Travelling West,Lefthand Cir & S Sunset St,0,23342,merged_115786296
40.000055,1,22812,-105.213609,,,,Vehicles Travelling East,Baseline Rd & Cherryvale Rd,0,22812,merged_115786296
40.000141,1,22813,-105.213528,,,,Vehicles Travelling West,Baseline Rd & Cherryvale Rd,0,22813,merged_115786296
40.000059,1,22811,-105.221884,,,,Vehicles Travelling East,Baseline & Meadow Glen Dr,0,22811,merged_115786296
40.003267,1,22817,-105.20273,,,,Vehicles Travelling Southeast,Baseline Rd & Stearns Ave,0,22817,merged_115786296
40.00298,1,22814,-105.212623,,,,Vehicles Travelling South,Cherryvale Rd & Dimmit Dr,0,22814,merged_115786296
40.003368,1,22818,-105.202665,,,,Vehicles Travelling Northwest,Baseline Rd & Stearns Ave,0,22818,merged_115786296
40.001239,1,22819,-105.19756,,,,Vehicles Travelling Southeast,Baseline Rd & Lakeview Dr,0,22819,merged_115786296
40.19556,1,22523,-105.118805,,,,Vehicles Travelling East,21st Ave & Vivian St,0,22523,merged_115786296
39.758403,1,10765,-104.920554,,,,Vehicles Travelling West,29th Ave & Ivanhoe St,0,10765,merged_115786296
39.758332,1,10764,-104.921654,,,,Vehicles Travelling East,29th Ave & Ivanhoe St,0,10764,merged_115786296
39.758336,1,10767,-104.918507,,,,Vehicles Travelling East,29th Ave & Jasmine St,0,10767,merged_115786296
39.758143,1,10766,-104.942642,,,,Vehicles Travelling East,29th Ave & Jackson St,0,10766,merged_115786296
39.758409,1,10768,-104.918205,,,,Vehicles Travelling West,29th Ave & Kearney St,0,10768,merged_115786296
39.680349,1,14864,-105.109775,,,,Vehicles Travelling South,S Kipling St & W Asbury Dr,0,14864,merged_115786296
39.604232,1,14865,-105.110221,,,,Vehicles Travelling South,S Kipling St & W Fair Dr,0,14865,merged_115786296
39.661896,1,14862,-105.109739,,,,Vehicles Travelling South,S Kipling St & W Cornell Pl,0,14862,merged_115786296
39.679287,1,14863,-105.109618,,,,Vehicles Travelling North,S Kipling St & W Evans Ave,0,14863,merged_115786296
39.704626,1,18895,-105.250208,,,33835,Vehicles Travelling West,Paradise Hills PnR,0,18895,merged_115786296
39.698306,1,18894,-105.207258,,,,Vehicles Travelling Southwest,Hwy 40 & Hwy 26,0,18894,merged_115786296
40.051003,1,14648,-105.230082,,,,Vehicles Travelling East,Jay Rd & CO 119,0,14648,merged_115786296
40.051131,1,14649,-105.231037,,,,Vehicles Travelling West,Jay Rd & CO 119,0,14649,merged_115786296
39.720694,1,13070,-104.940846,,,,Vehicles Travelling South,Colorado Blvd & 3rd Ave,0,13070,merged_115786296
39.773232,1,13071,-104.940388,,,,Vehicles Travelling North,Colorado Blvd & 40th Ave,0,13071,merged_115786296
39.772359,1,13072,-104.940682,,,,Vehicles Travelling South,Colorado Blvd & 40th Ave,0,13072,merged_115786296
39.783413,1,13073,-104.940653,,,,Vehicles Travelling South,Colorado Blvd & 48th Ave,0,13073,merged_115786296
39.689541,1,13890,-105.063172,,,,Vehicles Travelling West,W Florida Ave & S Harlan St,0,13890,merged_115786296
39.726002,1,13076,-104.940558,,,,Vehicles Travelling North,Colorado Blvd & 6th Ave,0,13076,merged_115786296
39.725395,1,13077,-104.940837,,,,Vehicles Travelling South,Colorado Blvd & 6th Ave,0,13077,merged_115786296
39.82469,1,13078,-104.94046,,,,Vehicles Travelling South,Colorado Blvd & 71st Ave,0,13078,merged_115786296
39.729601,1,13079,-104.940547,,,,Vehicles Travelling North,Colorado Blvd & 8th Ave,0,13079,merged_115786296
39.674191,1,18769,-104.810056,,,,Vehicles Travelling South,S Chambers Rd & Iliff Ave,0,18769,merged_115786296
39.698832,1,18768,-104.810022,,,,Vehicles Travelling South,S Chambers Rd & Fraser Way,0,18768,merged_115786296
39.906222,1,33528,-105.085985,,,33745,Vehicles Travelling East,US 36 & Broomfield Station Gate D,0,33528,merged_115786296
39.906569,1,33529,-105.086231,,,33745,Vehicles Travelling Northwest,US 36 & Broomfield Station Gate E,0,33529,merged_115786296
39.728447,1,18761,-104.810116,,,,Vehicles Travelling South,Chambers Rd & 8th Ave,0,18761,merged_115786296
39.730947,1,18760,-104.810145,,,,Vehicles Travelling South,Chambers Rd & 10th Ave,0,18760,merged_115786296
39.906219,1,33527,-105.086255,,,33745,Vehicles Travelling East,US 36 & Broomfield Station Gate C,0,33527,merged_115786296
39.729582,1,33522,-105.109818,,,,Vehicles Travelling South,Kipling St & 8th Pl,0,33522,merged_115786296
39.703379,1,18766,-104.810085,,,,Vehicles Travelling South,S Chambers Rd & Exposition Ave,0,18766,merged_115786296
39.810383,1,20270,-105.067254,,,,Vehicles Travelling North,Lamar St & W 62nd Ave,0,20270,merged_115786296
39.735237,1,10187,-104.97904,,,,Vehicles Travelling West,12th Ave & Washington St,0,10187,merged_115786296
39.735093,1,10186,-104.97837,,,,Vehicles Travelling East,12th Ave & Washington St,0,10186,merged_115786296
39.735064,1,10181,-104.948897,,,,Vehicles Travelling East,12th Ave & Steele St,0,10181,merged_115786296
39.735091,1,10180,-104.963763,,,,Vehicles Travelling West,12th Ave & Race St,0,10180,merged_115786296
39.735188,1,10182,-104.949863,,,,Vehicles Travelling West,12th Ave & Steele St,0,10182,merged_115786296
39.736106,1,10189,-104.966278,,,,Vehicles Travelling West,12th Ave & Gilpin St,0,10189,merged_115786296
39.736056,1,10188,-104.966469,,,,Vehicles Travelling Southeast,12th Ave & Gilpin St,0,10188,merged_115786296
39.729683,1,16357,-104.818416,,,,Vehicles Travelling Northwest,Sable Blvd & 10th Ave,0,16357,merged_115786296
39.745104,1,23074,-104.973487,,,,Vehicles Travelling South,Downing St & 18th Ave,0,23074,merged_115786296
39.631214,1,15111,-105.034705,,,,Vehicles Travelling North,S Lowell Blvd & W Wagontrail Dr,0,15111,merged_115786296
39.633831,1,15110,-105.034796,,,,Vehicles Travelling South,S Lowell Blvd & W Tufts Ave,0,15110,merged_115786296
39.630664,1,15112,-105.034843,,,,Vehicles Travelling South,S Lowell Blvd & W Wagontrail Dr,0,15112,merged_115786296
39.967442,1,25898,-105.088469,,,,Vehicles Travelling West,Campus Dr & US 287,0,25898,merged_115786296
39.971947,1,25892,-105.083778,,,,Vehicles Travelling Northwest,Exempla Cir & Public Rd,0,25892,merged_115786296
39.968311,1,25890,-105.083579,,,,Vehicles Travelling Northeast,Exempla Cir & Entrance 3,0,25890,merged_115786296
39.968229,1,25897,-105.083828,,,,Vehicles Travelling Southwest,Exempla Cir & Entrance 3,0,25897,merged_115786296
39.972017,1,25896,-105.084318,,,,Vehicles Travelling East,Exempla Cir & Public Rd,0,25896,merged_115786296
39.740235,1,12858,-104.93407,,,,Vehicles Travelling West,Colfax Ave & Cherry St,0,12858,merged_115786296
39.798769,1,34538,-105.079798,,,33833,Vehicles Travelling East,Olde Town Arvada Stn Gate E,0,34538,merged_115786296
39.798835,1,34539,-105.079561,,,33833,Vehicles Travelling East,Olde Town Arvada Stn Gate F,0,34539,merged_115786296
39.74003,1,12851,-104.790657,,,,Vehicles Travelling East,Colfax Ave & Airport Blvd,0,12851,merged_115786296
39.740185,1,12850,-104.987113,,,,Vehicles Travelling West,Colfax Ave & Broadway,0,12850,merged_115786296
39.804019,1,34530,-105.023739,,,34507,Vehicles Travelling West,Clear Creek - Federal Station Track 1,0,34530,B_merged_115786297
40.022882,1,12580,-105.281582,,,,Vehicles Travelling Northwest,Broadway & Portland Pl,0,12580,merged_115786296
39.739936,1,12855,-104.809585,,,,Vehicles Travelling East,Colfax Ave & Chambers Rd,0,12855,merged_115786296
39.590965,1,12586,-104.988175,,,,Vehicles Travelling North,S Broadway & W Ridge Rd,0,12586,merged_115786296
39.798431,1,34534,-105.080881,,,33833,Vehicles Travelling East,Olde Town Arvada Stn Gate A,0,34534,merged_115786296
39.638284,1,12584,-104.987961,,,,Vehicles Travelling South,S Broadway & W Quincy Ave,0,12584,merged_115786296
39.665484,1,22654,-105.109594,,,,Vehicles Travelling North,S Kipling St & W Yale Ave,0,22654,merged_115786296
39.665037,1,22653,-105.109719,,,,Vehicles Travelling South,S Kipling St & W Yale Ave,0,22653,merged_115786296
39.746175,1,13984,-105.20885,,,,Vehicles Travelling West,Ford St & 24th St,0,13984,merged_115786296
39.764777,1,13987,-104.92703,,,,Vehicles Travelling South,Forest St & 34th Ave,0,13987,merged_115786296
39.748723,1,13983,-105.211807,,,,Vehicles Travelling North,Ford St & 22nd St,0,13983,merged_115786296
39.889332,1,23383,-104.996537,,,,Vehicles Travelling North,Huron St & W 106th Ave,0,23383,merged_115786296
39.914236,1,23382,-104.981836,,,,Vehicles Travelling West,120th Ave & Pennsylvania St,0,23382,merged_115786296
39.707765,1,23387,-104.940541,,,,Vehicles Travelling North,S Colorado Blvd & Virginia Ave,0,23387,merged_115786296
39.756732,1,17397,-104.959826,,,,Vehicles Travelling South,York St & 28th Ave,0,17397,merged_115786296
40.003349,1,22030,-105.367453,,,,Vehicles Travelling Northeast,CO 119 & Mile Post 36,0,22030,merged_115786296
