block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
a_A  2,A,0,Denver Airport,1317213,SU,115556214
a_16 12,16,0,Broadway,1316887,WK,115547581
a_16  3,16,0,Broadway,1316887,WK,115547580
a_16  9,16,0,Broadway,1316887,WK,115547583
a_16  8,16,0,Broadway,1316887,WK,115547582
a_16 13,16,0,Broadway,1316887,WK,115547585
a_16 11,16,0,Broadway,1316887,WK,115547584
a_16  1,16,0,Broadway,1316887,WK,115547587
a_16 13,16,0,Broadway,1316887,WK,115547586
a_16 10,16,0,Broadway,1316887,WK,115547589
a_16  6,16,0,Broadway,1316887,WK,115547588
a_65  3,65,0,Central Park via Monaco,1317123,SA,115553792
a_FREE 18,FREE,1,Free MallRide Union Station,1318341,SA,115569188
a_15  2,15,0,Billings via E Colfax Ave,1316843,SU,115546230
a_15  6,15,0,Tower Rd,1316841,SU,115546231
a_15  8,15,0,Billings via E Colfax Ave,1316842,SU,115546232
a_15  2,15,0,Tower Rd,1316838,SU,115546233
a_15  9,15,0,Billings via E Colfax Ave,1316842,SU,115546234
a_15  7,15,0,Billings via E Colfax Ave,1316842,SU,115546235
a_15  3,15,0,Tower Rd,1316838,SU,115546236
a_DASH  3,DASH,1,Dtwn Boulder,1317997,WK,115565643
a_15  2,15,0,Tower Rd,1316838,SU,115546238
a_15 11,15,0,Billings via E Colfax Ave,1316843,SU,115546239
a_AB  7,AB3,1,Dtwn Boulder via 28th St,1317980,SA,115565238
a_AB  4,AB1,0,Denver Airport via E-470,1317956,WK,115565316
a_135  8,135,1,Nine Mile Stn via Smoky Hill,1316828,SU,115545741
a_AT  4,AT,1,Arapahoe Stn,1317266,SA,115556639
a_65  4,65,1,Southmoor via Monaco,1317133,SA,115553838
a_DASH  1,DASH,1,Dtwn Boulder,1317998,WK,115565641
a_103 74,103W,0,W-Line Union Station,1316670,MT,115563136
a_AT 12,AT,1,Arapahoe Stn,1317266,SA,115556638
a_AB  6,AB1,0,Denver Airport via E-470,1317957,WK,115565310
a_20  3,20,0,Colfax & Billings,1316910,SA,115548275
a_65  2,65,0,Central Park via Monaco,1317123,WK,115553901
a_DASH  3,DASH,1,Dtwn Boulder,1317997,WK,115565647
a_0  1,0,0,Union Station,1316568,WK,115538536
a_0  7,0,0,Union Station,1316568,WK,115538537
a_0  6,0,0,Union Station,1316568,WK,115538534
a_0  5,0,0,Union Station,1316568,WK,115538535
a_0  9,0,0,Union Station,1316568,WK,115538532
a_0  2,0,0,Union Station,1316568,WK,115538533
a_0  4,0,0,Union Station,1316568,WK,115538530
a_0  8,0,0,Union Station,1316568,WK,115538531
a_36  2,36,0,Evans,1318283,WK,115568458
a_AB 28,AB1,0,Denver Airport via E-470,1317957,WK,115565313
a_0  4,0,0,Union Station,1316568,WK,115538538
a_0  8,0,0,Union Station,1316568,WK,115538539
a_101 98,101E,0,E-Line Union Station,1329651,MT_3787,115783316
a_101 11,101D,1,D-Line to Mineral,1317867,SA,115562445
a_21  2,21,1,Evans Station,1318254,SA,115567963
a_21  4,21,1,Kipling,1318258,SA,115567962
a_31  6,31,1,Evans,1318219,WK,115567617
a_21  2,21,1,Kipling,1318258,SA,115567964
a_21  1,21,1,Kipling,1318258,SA,115567967
a_31  2,31,1,Evans,1318219,WK,115567614
a_21  3,21,1,Kipling,1318258,SA,115567969
a_21  1,21,1,Kipling,1318258,SA,115567968
a_31  6,31,1,Evans,1318219,WK,115567619
a_31  9,31,1,Evans,1318219,WK,115567618
a_101 14,101D,1,D-Line to Mineral,1317867,SA,115562447
a_SKIP  4,SKIP,1,Fairview HS via Broadway,1318149,SA,115566562
a_SKIP  2,SKIP,1,Fairview HS via Broadway,1318149,SA,115566563
a_SKIP  1,SKIP,1,Fairview HS via Broadway,1318149,SA,115566560
a_SKIP  3,SKIP,1,Fairview HS via Broadway,1318149,SA,115566561
a_SKIP  5,SKIP,1,Fairview HS via Broadway,1318149,SA,115566566
a_SKIP  3,SKIP,1,Fairview HS via Broadway,1318149,SA,115566567
a_SKIP  5,SKIP,1,Fairview HS via Broadway,1318149,SA,115566564
a_SKIP  1,SKIP,1,Fairview HS via Broadway,1318149,SA,115566565
a_43  3,43,1,Auraria Downtown,1317066,SA,115551961
a_101 11,101D,1,D-Line to Mineral,1317867,SA,115562441
a_SKIP  4,SKIP,1,Fairview HS via Broadway,1318149,SA,115566568
a_SKIP  2,SKIP,1,Fairview HS via Broadway,1318149,SA,115566569
a_43  1,43,1,Auraria Downtown,1317066,SA,115551965
a_101 16,101D,1,D-Line to Mineral,1317867,SA,115562440
a_204  1,208,0,55th/Western,1317928,SA,115564700
a_204  3,208,0,55th/Western,1317928,SA,115564701
a_204  2,208,0,55th/Western,1317928,SA,115564702
a_204  2,208,1,Dtwn Boulder,1317930,SA,115564703
a_204  1,208,1,Dtwn Boulder,1317930,SA,115564704
a_101 14,101D,1,D-Line to Mineral,1317867,SA,115562443
a_204  3,208,1,Dtwn Boulder,1317930,SA,115564706
a_204  3,208,1,Dtwn Boulder,1317930,SA,115564707
a_204  1,208,1,Dtwn Boulder,1317930,SA,115564708
a_204  3,208,1,Dtwn Boulder,1317930,SA,115564709
a_101 12,101D,1,D-Line to Mineral,1317867,SA,115562442
a_30  4,30,1,Littleton Stn,1318353,WK,115570301
a_30  6,30,1,Littleton Stn,1318353,WK,115570300
a_30  5,30,1,Littleton Stn,1318353,WK,115570303
a_30  7,30,1,Littleton Stn,1318353,WK,115570302
a_30  4,30,1,Littleton Stn,1318353,WK,115570305
a_30  6,30,1,Littleton Stn,1318353,WK,115570304
a_30  5,30,1,Littleton Stn,1318353,WK,115570307
a_30  7,30,1,Littleton Stn,1318353,WK,115570306
a_30  4,30,1,Littleton Stn,1318353,WK,115570309
a_30  6,30,1,Littleton Stn,1318353,WK,115570308
a_88L  2,88L,0,Original Thornton & 88th Ave Stn via 88th Ave,1317190,SU,115555282
a_19  5,19,0,106th & Melody,1316902,SU,115548189
a_15  5,15,0,Billings via E Colfax Ave,1316842,SA,115546024
a_103 72,103W,0,W-Line Union Station,1316670,SU,115563425
a_SKIP  3,SKIP,0,Front Range/Broadway,1318145,WK,115566706
a_17  2,17,0,Federal Cntr Station,1316897,SA,115547916
a_SKIP  1,SKIP,0,Front Range/Broadway,1318145,WK,115566704
a_SKIP 13,SKIP,0,Front Range/Broadway,1318145,WK,115566705
a_SKIP  5,SKIP,0,Front Range/Broadway,1318145,WK,115566702
a_SKIP  6,SKIP,0,Front Range/Broadway,1318145,WK,115566703
a_SKIP  9,SKIP,0,Front Range/Broadway,1318145,WK,115566700
a_483  3,483,0,Nine Mile Stn via Parker,1317084,WK,115552915
a_103 73,103W,0,W-Line Union Station,1316670,SU,115563427
a_228  1,228A,0,Aspen Rdg/Black Dmnd,1316958,SU,115549189
a_SKIP  4,SKIP,0,Front Range/Broadway,1318145,WK,115566708
a_SKIP  1,SKIP,0,Front Range/Broadway,1318145,WK,115566709
a_88L  2,88L,0,Original Thornton & 88th Ave Stn via 88th Ave,1317190,SU,115555289
a_483  1,483,0,Nine Mile Stn via Parker,1317084,WK,115552917
a_FREE 21,FREE,1,Free MallRide Union Station,1318341,WK,115569918
a_88L  2,88L,0,Original Thornton & 88th Ave Stn via 88th Ave,1317190,SU,115555288
a_FREE 24,FREE,1,Free MallRide Union Station,1318341,WK,115569916
a_17  1,17,0,Federal Cntr Station,1316897,SA,115547912
a_FREE  1,FREE,1,Free MallRide Union Station,1318341,WK,115569914
a_FREE 26,FREE,1,Free MallRide Union Station,1318341,WK,115569915
a_FREE  3,FREE,1,Free MallRide Union Station,1318341,WK,115569912
a_FREE  6,FREE,1,Free MallRide Union Station,1318341,WK,115569913
a_FREE  4,FREE,1,Free MallRide Union Station,1318341,WK,115569910
a_17  2,17,0,Federal Cntr Station,1316897,SA,115547913
a_20  2,20,1,Union Station,1316913,SU,115548346
a_20 11,20,0,Colfax & Billings,1316910,WK,115548347
a_20  3,20,1,Union Station,1316913,SU,115548344
a_20  1,20,1,Union Station,1316913,SU,115548345
a_20  1,20,1,Union Station,1316913,SU,115548342
a_42 10,42,1,Central Park Stn via Montbello,1317062,WK,115551837
a_20  3,20,1,Union Station,1316913,SU,115548340
a_20  1,20,1,Union Station,1316913,SU,115548341
a_133  8,133,1,Nine Mile Stn via Tower,1316826,SA,115545525
a_133  4,133,1,Nine Mile Stn via Tower,1316826,SA,115545524
a_133  6,133,0,Aurora Metro Cntr via Tower,1316825,SU,115545527
a_133  4,133,1,Nine Mile Stn via Tower,1316826,SA,115545526
a_133  5,133,1,Nine Mile Stn via Tower,1316826,SA,115545521
a_133  4,133,1,Nine Mile Stn via Tower,1316826,SA,115545520
a_133  6,133,1,Nine Mile Stn via Tower,1316826,SA,115545523
a_133  8,133,1,Nine Mile Stn via Tower,1316826,SA,115545522
a_3  4,3,1,Federal Center,1316990,WK,115549728
a_101  6,101S,1,Special Service I-25 & Broadway,1329603,SA,115782041
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,SA,115782040
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,SA,115782043
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,SA,115782042
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,SA,115782045
a_101  6,101S,1,Special Service I-25 & Broadway,1329603,SA,115782044
a_101  4,101S,1,Special Service Mineral Station,1329605,SA,115782046
a_104L 71,AT,1,Arapahoe Stn,1317264,SU,115556693
a_16  8,16,0,Broadway,1316887,WK,115547613
a_228  1,228A,0,Aspen Rdg/Black Dmnd,1316958,SU,115549187
a_228  2,228A,0,Aspen Rdg/Black Dmnd,1316958,SU,115549186
a_103 75,103W,0,W-Line Union Station,1316669,SA,115563284
a_103 71,103W,0,W-Line Union Station,1316670,SA,115563285
a_19  3,19,1,Civic Center Station,1316909,SU,115548201
a_19  4,19,1,Civic Center Station,1316909,SU,115548200
a_103 74,103W,0,W-Line Union Station,1316670,SA,115563280
a_103 74,103W,0,W-Line Union Station,1316670,SA,115563281
a_19  4,19,1,Civic Center Station,1316909,SU,115548205
a_103 76,103W,0,W-Line Union Station,1316670,SA,115563283
a_8  7,19,0,106th & Melody,1316899,WK,115548209
a_19  2,19,1,Civic Center Station,1316909,SU,115548208
a_103 77,103W,0,W-Line Union Station,1316669,SA,115563288
a_103 72,103W,0,W-Line Union Station,1316670,SA,115563289
a_59  1,59,1,Coal Mine/Bowles,1317116,WK,115553615
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,FR,115781783
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,FR,115781782
a_101  1,101S,1,Special Service I-25 & Broadway,1329603,FR,115781781
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,FR,115781780
a_101  1,101S,1,Special Service I-25 & Broadway,1329603,FR,115781787
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,FR,115781786
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,FR,115781785
a_101  1,101S,1,Special Service I-25 & Broadway,1329603,FR,115781784
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,FR,115781789
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,FR,115781788
a_133  1,133,0,Aurora Metro Cntr via Tower,1316825,WK,115545620
a_133  3,133,0,Aurora Metro Cntr via Tower,1316825,WK,115545621
a_153  5,153,1,Arapahoe Station,1316874,SU,115546700
a_101 52,101H,0,H-Line to Southmoor,1317863,SU,115562576
a_133  1,133,0,Aurora Metro Cntr via Tower,1316825,WK,115545626
a_15L 11,15L,1,Decatur Station via E Colfax,1316885,SA,115546952
a_3  5,3,0,Aurora Metro Cntr via Alameda,1316980,WK,115549724
a_133  3,133,0,Aurora Metro Cntr via Tower,1316825,WK,115545627
a_107 24,101E,1,E-Line Lincoln,1317869,FR,115561350
a_133  3,133,0,Aurora Metro Cntr via Tower,1316825,WK,115545624
a_133  2,133,0,Aurora Metro Cntr via Tower,1316825,WK,115545625
a_326  2,326,0,Park Ridge 326 Main 326 FREE,1317946,WK,115565114
a_101 16,101D,1,D-Line to Mineral,1317867,MT,115561938
a_101 14,101D,1,D-Line to Mineral,1317867,MT,115561939
a_101 12,101D,1,D-Line to Mineral,1317867,MT,115561934
a_101 11,101D,1,D-Line to Mineral,1317867,MT,115561935
a_101 15,101D,1,D-Line to Mineral,1317867,MT,115561936
a_101 17,101D,1,D-Line to Mineral,1317867,MT,115561937
a_101 17,101D,1,D-Line to Mineral,1317867,MT,115561930
a_101 16,101D,1,D-Line to Mineral,1317867,MT,115561931
a_101 14,101D,1,D-Line to Mineral,1317867,MT,115561932
a_101 13,101D,1,D-Line to Mineral,1317867,MT,115561933
a_A  1,A,0,Denver Airport,1317213,SA,115556068
a_A  2,A,1,Union Station,1317216,SA,115556069
a_88  1,88,1,Central Park 88 via Comm City,1317189,SA,115555137
a_88  1,88,1,Central Park 88 via Comm City,1317189,SA,115555136
a_88  2,88,1,Central Park 88 via Comm City,1317189,SA,115555135
a_88  2,88,1,Central Park 88 via Comm City,1317189,SA,115555134
a_520 13,120L,0,Thornton / Brighton,1316789,SA,115544698
a_520 12,120L,0,Thornton / Brighton,1316789,SA,115544699
a_121 10,121,0,40th & Airport Stn via Montbello,1316802,SA,115544928
a_121  6,121,0,40th & Airport Stn via Montbello,1316802,SA,115544929
a_520 11,120L,0,Thornton / Brighton,1316789,SA,115544694
a_520 13,120L,0,Thornton / Brighton,1316789,SA,115544695
a_520 12,120L,0,Thornton / Brighton,1316789,SA,115544696
a_520 11,120L,0,Thornton / Brighton,1316789,SA,115544697
a_121  2,121,0,40th & Airport Stn via Montbello,1316802,SA,115544922
a_121 14,121,0,40th & Airport Stn via Montbello,1316802,SA,115544923
a_88  2,88,1,Central Park 88 via Comm City,1317189,SA,115555139
a_88  1,88,1,Central Park 88 via Comm City,1317189,SA,115555138
a_42 13,42,0,Green Valley Ranch,1317058,WK,115551797
a_42 15,42,0,Green Valley Ranch,1317058,WK,115551796
a_0  6,0,1,Englewood Station,1316572,SU,115538486
a_42 12,42,0,Green Valley Ranch,1317058,WK,115551795
a_42  2,42,1,Central Park Stn via Montbello,1317062,SA,115551656
a_42  4,42,1,Central Park Stn via Montbello,1317062,SA,115551657
a_42  9,42,1,Central Park Stn via Montbello,1317062,SA,115551654
a_42  1,42,1,Central Park Stn via Montbello,1317062,SA,115551655
a_42  8,42,1,Central Park Stn via Montbello,1317062,SA,115551652
a_42  6,42,1,Central Park Stn via Montbello,1317062,SA,115551653
a_42  7,42,1,Central Park Stn via Montbello,1317062,SA,115551650
a_42  3,42,1,Central Park Stn via Montbello,1317062,SA,115551651
a_42 11,42,0,Green Valley Ranch,1317058,WK,115551793
a_A  1,A,0,Denver Airport,1317213,SA,115556062
a_42  5,42,1,Central Park Stn via Montbello,1317062,SA,115551658
a_42  2,42,0,Green Valley Ranch,1317058,SU,115551659
a_15L  6,15L,0,Aurora Metro Center Station,1316884,SU,115547004
a_15L  3,15L,0,Aurora Metro Center Station,1316884,SU,115547005
a_15L  6,15L,0,Aurora Metro Center Station,1316884,SU,115547006
a_15L 11,15L,0,Aurora Metro Center Station,1316884,SU,115547007
a_15L  1,15L,0,Aurora Metro Center Station,1316884,SU,115547000
a_15L  1,15L,0,Aurora Metro Center Station,1316884,SU,115547001
a_15L  3,15L,0,Aurora Metro Center Station,1316884,SU,115547002
a_15L  2,15L,0,Aurora Metro Center Station,1316884,SU,115547003
a_48  4,48,0,60th & Dahlia via 48th & Brighton Stn,1317078,WK,115552873
a_48  2,48,0,60th & Dahlia via 48th & Brighton Stn,1317078,WK,115552872
a_48  4,48,0,60th & Dahlia via 48th & Brighton Stn,1317078,WK,115552871
a_48  2,48,0,60th & Dahlia via 48th & Brighton Stn,1317078,WK,115552870
a_15L  5,15L,0,Aurora Metro Center Station,1316884,SU,115547008
a_15L 31,15L,0,Aurora Metro Center Station,1316884,SU,115547009
a_48  4,48,0,60th & Dahlia via 48th & Brighton Stn,1317078,WK,115552875
a_48  2,48,0,60th & Dahlia via 48th & Brighton Stn,1317078,WK,115552874
a_117  2,117N,1,Union Station,1316772,FR,115544070
a_117  3,117N,1,Union Station,1316772,FR,115544071
a_117  1,117N,1,Union Station,1316772,FR,115544072
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,FR,115781773
a_117  1,117N,0,124th - Eastlake,1316766,MT,115544078
a_117  2,117N,0,124th - Eastlake,1316766,MT,115544079
a_101  2,101S,1,Special Service I-25 & Broadway,1329603,FR,115781770
a_30  4,30,0,Decatur Station,1318350,SU,115570159
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,FR,115781771
a_21  6,21,0,Aurora Metro Cntr via Evans,1318249,WK,115568092
a_101  4,101S,0,Special Service 30th & Downing,1329602,SU,115781497
a_76  5,76,0,US36 & Bfld,1317154,SA,115554549
a_101 51,101H,0,H-Line to Southmoor,1317863,SU,115562571
a_76  1,76,0,US36 & Bfld,1317153,SA,115554548
a_A  5,A,0,Denver Airport,1317213,SA,115556024
a_A  3,A,0,Denver Airport,1317213,SA,115556025
a_A  2,A,0,Denver Airport,1317213,SA,115556026
a_A  1,A,0,Denver Airport,1317213,SA,115556027
a_A  1,A,0,Denver Airport,1317213,SA,115556020
a_101  4,101S,1,Special Service I-25 & Broadway,1329603,FR,115781774
a_A  7,A,0,Denver Airport,1317213,SA,115556022
a_A  6,A,0,Denver Airport,1317213,SA,115556023
a_101  1,101S,1,Special Service I-25 & Broadway,1329603,FR,115781775
a_A  4,A,0,Denver Airport,1317213,SA,115556028
a_A  7,A,0,Denver Airport,1317213,SA,115556029
a_101 12,101D,1,D-Line to Mineral,1317867,SA,115562417
a_17  1,17,1,10th & Wash,1316898,WK,115548108
a_21  3,21,0,Aurora Metro Cntr via Evans,1318249,WK,115568093
a_17  5,17,1,10th & Wash,1316898,WK,115548109
a_42 16,45,1,Peoria Stn via Montbello,1317074,WK,115552579
a_520 12,520,0,Prarie Center Mall via Bridge St,1317104,SA,115553478
a_520 11,520,0,Prarie Center Mall via Bridge St,1317104,SA,115553479
a_101 14,101D,1,D-Line to Mineral,1317867,SA,115562414
a_FREE 22,FREE,0,Free MallRide Civic Center,1318331,WK,115569758
a_FREE 26,FREE,0,Free MallRide Civic Center,1318331,WK,115569759
a_0  2,0,1,Englewood Station,1316572,SA,115538321
a_0  1,0,1,Englewood Station,1316572,SA,115538320
a_0  6,0,1,Englewood Station,1316572,SA,115538327
a_0  3,0,1,Englewood Station,1316572,SA,115538326
a_1  2,1,0,Civic Center Stn,1316578,WK,115538989
a_1  2,1,0,Civic Center Stn,1316578,WK,115538988
a_1  2,1,0,Civic Center Stn,1316578,WK,115538987
a_1  1,1,0,Civic Center Stn,1316578,WK,115538986
a_FREE  1,FREE,0,Free MallRide Civic Center,1318331,WK,115569752
a_FREE 20,FREE,0,Free MallRide Civic Center,1318331,WK,115569753
a_FREE 81,FREE,0,Free MallRide Civic Center,1318333,WK,115569754
a_1  1,1,0,Civic Center Stn,1316578,WK,115538982
a_1  2,1,0,Civic Center Stn,1316578,WK,115538981
a_1  1,1,0,Civic Center Stn,1316578,WK,115538980
a_30  4,30,1,Littleton Stn,1318353,SA,115570091
a_FREE 84,FREE,0,Free MallRide Civic Center,1318333,SU,115569287
a_FREE 84,FREE,0,Free MallRide Civic Center,1318333,SU,115569284
a_30  5,30,1,Littleton Stn,1318353,SA,115570092
a_30  3,30,1,Littleton Stn,1318353,SA,115570095
a_FREE 12,FREE,0,Free MallRide Civic Center,1318331,SU,115569283
a_30  7,30,1,Littleton Stn,1318353,SA,115570097
a_FREE  3,FREE,0,Free MallRide Civic Center,1318331,SU,115569281
a_30  5,30,1,Littleton Stn,1318353,SA,115570099
a_30  4,30,1,Littleton Stn,1318353,SA,115570098
a_103 71,103W,0,W-Line Union Station,1316670,SU,115563387
a_FREE 17,FREE,0,Free MallRide Civic Center,1318331,SU,115569288
a_FREE 19,FREE,0,Free MallRide Civic Center,1318331,SU,115569289
a_326  2,326,1,Bross/8th,1317947,WK,115565138
a_326  1,326,1,Bross/8th,1317947,WK,115565139
a_103 77,103W,0,W-Line Union Station,1316669,SU,115563386
a_326  2,326,1,Bross/8th,1317947,WK,115565130
a_113 31,113G,0,Union Station,1316730,MT,115543664
a_326  2,326,1,Bross/8th,1317947,WK,115565132
a_326  1,326,1,Bross/8th,1317947,WK,115565133
a_326  2,326,1,Bross/8th,1317947,WK,115565134
a_326  1,326,1,Bross/8th,1317947,WK,115565135
a_326  2,326,1,Bross/8th,1317947,WK,115565136
a_113 30,113G,0,Union Station,1316730,MT,115543665
a_153  4,153,0,Peoria Stn via Chambers,1316870,WK,115546757
a_153 14,153,0,Peoria Stn via Chambers,1316870,WK,115546756
a_153 12,153,0,Peoria Stn via Chambers,1316870,WK,115546755
a_153  4,153,0,Peoria Stn via Chambers,1316873,WK,115546754
a_153  8,153,0,Peoria Stn via Chambers,1316870,WK,115546753
a_153  1,153,0,Peoria Stn via Chambers,1316870,WK,115546752
a_BOLT  2,BOLT,1,Dtwn Boulder,1317989,SU,115565420
a_BOLT  1,BOLT,1,Dtwn Boulder,1317989,SU,115565421
a_6  1,6,1,Auraria via 6th,1317120,SA,115553654
a_6  4,6,1,Auraria via 6th,1317120,SA,115553655
a_6  4,6,1,Auraria via 6th,1317120,SA,115553656
a_113 32,113G,0,Union Station,1316730,MT,115543667
a_6  4,6,1,Auraria via 6th,1317120,SA,115553650
a_6  1,6,1,Auraria via 6th,1317120,SA,115553651
a_153 13,153,0,Peoria Stn via Chambers,1316870,WK,115546759
a_BOLT  2,BOLT,1,Dtwn Boulder,1317989,SU,115565429
a_AT  2,AT,1,Arapahoe Stn,1317266,SU,115556680
a_14  1,14,1,Lakewood Commons,1316832,WK,115545998
a_AT  2,AT,1,Arapahoe Stn,1317266,SU,115556682
a_AT  2,AT,1,Arapahoe Stn,1317266,SU,115556683
a_AT  3,AT,1,Arapahoe Stn,1317266,SU,115556684
a_AT  2,AT,1,Nine Mile Stn,1317267,SU,115556685
a_AT  2,AT,1,Arapahoe Stn,1317266,SU,115556686
a_AT  3,AT,1,Arapahoe Stn,1317266,SU,115556687
a_FREE 17,FREE,1,Free MallRide Union Station,1318341,SA,115569134
a_FREE 15,FREE,1,Free MallRide Union Station,1318341,SA,115569135
a_FREE 14,FREE,1,Free MallRide Union Station,1318341,SA,115569136
a_FREE 16,FREE,1,Free MallRide Union Station,1318341,SA,115569137
a_FREE 19,FREE,1,Free MallRide Union Station,1318341,SA,115569130
a_FREE 13,FREE,1,Free MallRide Union Station,1318341,SA,115569131
a_FREE 83,FREE,1,Free MallRide Union Station,1318340,SA,115569132
a_FREE 12,FREE,1,Free MallRide Union Station,1318341,SA,115569133
a_105  6,105,0,Central Park,1316694,WK,115542436
a_105 12,105,0,Central Park,1316694,WK,115542437
a_40  2,105,0,Central Park,1316694,WK,115542434
a_105 12,105,0,Central Park,1316694,WK,115542435
a_105  9,105,0,Central Park,1316694,WK,115542432
a_105  3,105,0,Central Park,1316694,WK,115542433
a_105 12,105,0,Central Park,1316694,WK,115542430
a_105  4,105,0,Central Park,1316694,WK,115542431
a_101  5,101S,1,Special Service I-25 & Broadway,1329603,FR,115781813
a_101  3,101S,1,Special Service I-25 & Broadway,1329603,FR,115781812
a_101  6,101S,1,Special Service I-25 & Broadway,1329603,FR,115781811
a_101  5,101S,1,Special Service I-25 & Broadway,1329603,FR,115781810
a_101  6,101S,1,Special Service I-25 & Broadway,1329603,FR,115781817
a_101  5,101S,1,Special Service I-25 & Broadway,1329603,FR,115781816
a_105  6,105,0,Central Park,1316694,WK,115542438
a_101  6,101S,1,Special Service I-25 & Broadway,1329603,FR,115781814
a_15  8,15,1,Union Station Downtown,1316866,WK,115546539
a_15  1,15,1,Union Station Downtown,1316868,WK,115546538
a_101 52,101H,0,H-Line to Southmoor,1317863,SU,115562570
a_15  3,15,1,Union Station Downtown,1316868,WK,115546533
a_15  4,15,1,Union Station Downtown,1316868,WK,115546532
a_15  1,15,1,Union Station Downtown,1316866,WK,115546531
a_15 16,15,1,Union Station Downtown,1316868,WK,115546530
a_15  5,15,1,Union Station Downtown,1316864,WK,115546537
a_15 12,15,1,Union Station Downtown,1316868,WK,115546536
a_15  7,15,1,Union Station Downtown,1316864,WK,115546535
a_15  3,15,1,Union Station Downtown,1316869,WK,115546534
a_14  1,14,1,Lakewood Commons,1316832,WK,115545990
a_4  4,4,0,Alameda Station,1317036,WK,115551118
a_14  2,14,1,Lakewood Commons,1316832,WK,115545991
a_121  2,121,1,Nine Mile via Peoria,1316808,SA,115545019
a_14  1,14,1,Lakewood Commons,1316832,WK,115545992
a_121 14,121,1,Nine Mile via Peoria,1316808,SA,115545018
a_BOND  7,BOND,1,Broadway 27th via 30th,1317293,SU,115556976
a_BOND  7,BOND,1,Broadway 27th via 30th,1317293,SU,115556977
a_BOND  1,BOND,1,Broadway 27th via 30th,1317293,SU,115556974
a_14  3,14,1,Lakewood Commons,1316832,WK,115545993
a_BOND  7,BOND,1,Broadway 27th via 30th,1317293,SU,115556972
a_BOND  7,BOND,1,Broadway 27th via 30th,1317293,SU,115556973
a_BOND  7,BOND,1,Broadway 27th via 30th,1317293,SU,115556970
a_BOND  7,BOND,1,Broadway 27th via 30th,1317293,SU,115556971
a_14  2,14,1,Lakewood Commons,1316832,WK,115545994
a_15L  3,15L,1,Decatur Station via E Colfax,1316885,SA,115546971
a_3  3,3,1,Lakewood Commons,1316987,SU,115549686
a_BOND  1,BOND,1,Broadway 27th via 30th,1317293,SU,115556978
a_14  1,14,1,Lakewood Commons,1316832,WK,115545995
a_10 13,10,1,Union Station,1316584,SA,115539052
a_15  8,10,1,Union Station,1316584,SA,115539053
a_10 14,10,1,Union Station,1316584,SA,115539050
a_10  2,10,1,Union Station,1316588,SA,115539051
a_10  2,10,1,Union Station,1316588,SA,115539056
a_14  3,14,1,Lakewood Commons,1316832,WK,115545996
a_10  4,10,1,Union Station,1316588,SA,115539054
a_10  4,10,1,Union Station,1316588,SA,115539055
a_21  7,21,0,Aurora Metro Cntr via Evans,1318248,WK,115568083
a_101  6,101S,1,Special Service I-25 & Broadway,1329603,FR,115781989
a_21  8,21,0,Aurora Metro Cntr via Evans,1318249,WK,115568081
a_BOND  5,BOND,1,Broadway 27th via 30th,1317293,WK,115557086
a_21  1,21,0,Aurora Metro Cntr via Evans,1318248,WK,115568087
a_21  5,21,0,Aurora Metro Cntr via Evans,1318248,WK,115568086
a_21  3,21,0,Aurora Metro Cntr via Evans,1318248,WK,115568085
a_BOND  5,BOND,1,Broadway 27th via 30th,1317293,WK,115557082
a_101 92,101E,1,E-Line RidgeGate,1329688,SA_3787,115786151
a_3  2,3,1,Federal Center,1316990,SU,115549682
a_FREE 10,FREE,0,Free MallRide Civic Center,1318331,SA,115568975
a_121  9,121,1,Nine Mile via Peoria,1316808,SA,115545011
a_3 44,3,1,Federal Center,1316991,SU,115549683
a_48  4,48,0,60th & Dahlia via 48th & Brighton Stn,1317077,SA,115552735
a_121  3,121,1,Nine Mile via Peoria,1316808,SA,115545010
a_205  2,205,0,Gnprk/Lookout,1317922,SU,115564559
a_205  2,205,0,Gnprk/Lookout,1317922,SU,115564558
a_205  3,205,0,Gnprk/Lookout,1317922,SU,115564555
a_205  1,205,0,Gnprk/Lookout,1317922,SU,115564554
a_205  3,205,0,Gnprk/Lookout,1317922,SU,115564557
a_205  1,205,0,Gnprk/Lookout,1317922,SU,115564556
a_205  1,205,0,Gnprk/Lookout,1317922,SU,115564551
a_205  2,205,0,Gnprk/Lookout,1317922,SU,115564550
a_205  3,205,0,Gnprk/Lookout,1317922,SU,115564553
a_205  2,205,0,Gnprk/Lookout,1317922,SU,115564552
a_0B  1,0B,1,Highlands Ranch,1316574,SA,115538731
a_16  1,16,0,Broadway,1316887,WK,115547614
